Unnamed: 0,u,i,ts,label,idx
286,56,94,0.0,0.0,287
287,56,154,0.0,0.0,288
288,154,56,0.0,0.0,289
289,56,59,0.0,0.0,290
290,56,76,0.0,0.0,291
291,56,34,0.0,0.0,292
292,34,56,0.0,0.0,293
293,56,194,0.0,0.0,294
294,194,56,0.0,0.0,295
295,148,56,0.0,0.0,296
296,56,148,0.0,0.0,297
297,247,56,0.0,0.0,298
298,56,247,0.0,0.0,299
299,56,15,0.0,0.0,300
300,15,56,0.0,0.0,301
301,88,56,0.0,0.0,302
302,56,88,0.0,0.0,303
303,195,56,0.0,0.0,304
304,56,195,0.0,0.0,305
305,56,155,0.0,0.0,306
306,56,133,0.0,0.0,307
307,133,56,0.0,0.0,308
308,56,38,0.0,0.0,309
309,56,2,0.0,0.0,310
310,2,56,0.0,0.0,311
311,40,56,0.0,0.0,312
312,56,40,0.0,0.0,313
313,56,241,0.0,0.0,314
314,241,56,0.0,0.0,315
315,196,56,0.0,0.0,316
316,56,196,0.0,0.0,317
317,81,56,0.0,0.0,318
318,56,197,0.0,0.0,319
319,197,56,0.0,0.0,320
320,230,56,0.0,0.0,321
321,56,230,0.0,0.0,322
322,56,235,0.0,0.0,323
323,235,56,0.0,0.0,324
324,56,26,0.0,0.0,325
325,26,56,0.0,0.0,326
326,121,56,0.0,0.0,327
327,56,121,0.0,0.0,328
328,56,209,0.0,0.0,329
329,56,208,0.0,0.0,330
330,56,188,0.0,0.0,331
331,6,56,0.0,0.0,332
332,56,108,0.0,0.0,333
333,172,56,0.0,0.0,334
334,56,172,0.0,0.0,335
335,56,156,0.0,0.0,336
336,56,32,0.0,0.0,337
337,79,56,0.0,0.0,338
338,56,147,0.0,0.0,339
339,147,56,0.0,0.0,340
340,120,56,0.0,0.0,341
341,56,120,0.0,0.0,342
342,100,56,0.0,0.0,343
343,56,100,0.0,0.0,344
344,57,56,0.0,0.0,345
345,56,57,0.0,0.0,346
346,178,56,0.0,0.0,347
347,56,178,0.0,0.0,348
348,56,227,0.0,0.0,349
349,113,56,0.0,0.0,350
350,56,113,0.0,0.0,351
351,56,183,0.0,0.0,352
352,183,56,0.0,0.0,353
353,56,150,0.0,0.0,354
354,150,56,0.0,0.0,355
355,56,244,0.0,0.0,356
356,244,56,0.0,0.0,357
357,56,105,0.0,0.0,358
358,105,56,0.0,0.0,359
359,56,189,0.0,0.0,360
360,189,56,0.0,0.0,361
361,63,56,0.0,0.0,362
362,56,63,0.0,0.0,363
363,30,56,0.0,0.0,364
364,56,30,0.0,0.0,365
365,56,112,0.0,0.0,366
366,112,56,0.0,0.0,367
367,56,80,0.0,0.0,368
368,56,143,0.0,0.0,369
369,143,56,0.0,0.0,370
370,56,65,0.0,0.0,371
371,56,124,0.0,0.0,372
372,56,173,0.0,0.0,373
373,24,56,0.0,0.0,374
374,56,24,0.0,0.0,375
375,162,56,0.0,0.0,376
376,56,162,0.0,0.0,377
377,56,101,0.0,0.0,378
378,101,56,0.0,0.0,379
379,56,92,0.0,0.0,380
380,36,56,0.0,0.0,381
381,56,33,0.0,0.0,382
382,33,56,0.0,0.0,383
383,56,249,0.0,0.0,384
384,249,56,0.0,0.0,385
385,56,238,0.0,0.0,386
386,56,44,0.0,0.0,387
387,56,62,0.0,0.0,388
388,56,245,0.0,0.0,389
389,56,171,0.0,0.0,390
390,171,56,0.0,0.0,391
391,130,56,0.0,0.0,392
392,56,130,0.0,0.0,393
393,56,164,0.0,0.0,394
394,56,252,0.0,0.0,395
395,252,56,0.0,0.0,396
396,176,56,0.0,0.0,397
397,56,176,0.0,0.0,398
398,53,56,0.0,0.0,399
399,56,53,0.0,0.0,400
400,56,77,0.0,0.0,401
401,56,203,0.0,0.0,402
402,203,56,0.0,0.0,403
403,20,56,0.0,0.0,404
404,56,20,0.0,0.0,405
405,56,107,0.0,0.0,406
406,56,31,0.0,0.0,407
407,31,56,0.0,0.0,408
408,56,78,0.0,0.0,409
409,78,56,0.0,0.0,410
410,18,56,0.0,0.0,411
411,56,7,0.0,0.0,412
412,7,56,0.0,0.0,413
413,56,160,0.0,0.0,414
414,56,158,0.0,0.0,415
415,158,56,0.0,0.0,416
416,56,96,0.0,0.0,417
417,96,56,0.0,0.0,418
418,56,52,0.0,0.0,419
419,56,66,0.0,0.0,420
420,56,180,0.0,0.0,421
421,180,56,0.0,0.0,422
422,56,140,0.0,0.0,423
423,140,56,0.0,0.0,424
424,56,141,0.0,0.0,425
425,141,56,0.0,0.0,426
426,56,95,0.0,0.0,427
427,95,56,0.0,0.0,428
428,56,64,0.0,0.0,429
429,64,56,0.0,0.0,430
430,56,234,0.0,0.0,431
431,234,56,0.0,0.0,432
432,186,56,0.0,0.0,433
433,56,186,0.0,0.0,434
434,163,56,0.0,0.0,435
435,56,163,0.0,0.0,436
436,56,16,0.0,0.0,437
437,56,243,0.0,0.0,438
438,243,56,0.0,0.0,439
439,56,250,0.0,0.0,440
440,250,56,0.0,0.0,441
441,87,56,0.0,0.0,442
442,56,87,0.0,0.0,443
443,201,56,0.0,0.0,444
444,56,201,0.0,0.0,445
445,102,56,0.0,0.0,446
446,56,102,0.0,0.0,447
447,56,211,0.0,0.0,448
448,56,84,0.0,0.0,449
449,84,56,0.0,0.0,450
450,56,115,0.0,0.0,451
451,56,13,0.0,0.0,452
452,56,190,0.0,0.0,453
453,190,56,0.0,0.0,454
454,56,85,0.0,0.0,455
455,85,56,0.0,0.0,456
456,200,56,0.0,0.0,457
457,56,200,0.0,0.0,458
458,56,135,0.0,0.0,459
459,135,56,0.0,0.0,460
460,56,25,0.0,0.0,461
461,254,56,0.0,0.0,462
462,56,254,0.0,0.0,463
463,73,56,0.0,0.0,464
464,56,73,0.0,0.0,465
465,72,56,0.0,0.0,466
466,56,72,0.0,0.0,467
467,4,56,0.0,0.0,468
468,56,4,0.0,0.0,469
469,56,192,0.0,0.0,470
470,192,56,0.0,0.0,471
471,56,255,0.0,0.0,472
472,255,56,0.0,0.0,473
473,56,86,0.0,0.0,474
474,86,56,0.0,0.0,475
475,56,41,0.0,0.0,476
476,41,56,0.0,0.0,477
477,56,49,0.0,0.0,478
478,56,165,0.0,0.0,479
479,165,56,0.0,0.0,480
480,144,56,0.0,0.0,481
481,56,144,0.0,0.0,482
482,56,206,0.0,0.0,483
483,126,56,0.0,0.0,484
484,56,126,0.0,0.0,485
485,56,117,0.0,0.0,486
486,56,191,0.0,0.0,487
487,22,56,0.0,0.0,488
488,56,145,0.0,0.0,489
489,145,56,0.0,0.0,490
490,226,56,0.0,0.0,491
491,56,226,0.0,0.0,492
492,56,216,0.0,0.0,493
493,216,56,0.0,0.0,494
494,251,56,0.0,0.0,495
495,56,251,0.0,0.0,496
496,128,56,0.0,0.0,497
497,56,19,0.0,0.0,498
498,19,56,0.0,0.0,499
499,56,97,0.0,0.0,500
500,97,56,0.0,0.0,501
501,56,221,0.0,0.0,502
502,221,56,0.0,0.0,503
503,56,212,0.0,0.0,504
504,212,56,0.0,0.0,505
505,56,174,0.0,0.0,506
506,56,187,0.0,0.0,507
507,187,56,0.0,0.0,508
508,56,222,0.0,0.0,509
509,219,56,0.0,0.0,510
510,75,56,0.0,0.0,511
511,56,75,0.0,0.0,512
512,220,56,0.0,0.0,513
513,56,220,0.0,0.0,514
514,98,56,0.0,0.0,515
515,56,98,0.0,0.0,516
516,131,169,0.0,0.0,517
517,169,131,0.0,0.0,518
518,127,169,0.0,0.0,519
519,169,127,0.0,0.0,520
520,218,169,0.0,0.0,521
521,169,71,0.0,0.0,522
522,71,169,0.0,0.0,523
523,215,169,0.0,0.0,524
524,5,169,0.0,0.0,525
525,169,134,0.0,0.0,526
526,134,169,0.0,0.0,527
527,199,169,0.0,0.0,528
528,169,199,0.0,0.0,529
529,99,169,0.0,0.0,530
530,169,99,0.0,0.0,531
531,177,169,0.0,0.0,532
532,169,68,0.0,0.0,533
533,68,169,0.0,0.0,534
534,169,110,0.0,0.0,535
535,109,169,0.0,0.0,536
536,139,169,0.0,0.0,537
537,169,137,0.0,0.0,538
538,137,169,0.0,0.0,539
539,179,169,0.0,0.0,540
540,125,169,0.0,0.0,541
541,169,125,0.0,0.0,542
542,17,169,0.0,0.0,543
543,1,169,0.0,0.0,544
544,42,169,0.0,0.0,545
545,169,42,0.0,0.0,546
546,91,169,0.0,0.0,547
547,169,202,0.0,0.0,548
548,202,169,0.0,0.0,549
549,169,214,0.0,0.0,550
550,214,169,0.0,0.0,551
551,181,169,0.0,0.0,552
552,166,169,0.0,0.0,553
553,93,169,0.0,0.0,554
554,169,93,0.0,0.0,555
555,169,170,0.0,0.0,556
556,170,169,0.0,0.0,557
557,94,169,0.0,0.0,558
558,169,94,0.0,0.0,559
559,154,169,0.0,0.0,560
560,169,154,0.0,0.0,561
561,34,169,0.0,0.0,562
562,169,34,0.0,0.0,563
563,89,169,0.0,0.0,564
564,169,223,0.0,0.0,565
565,223,169,0.0,0.0,566
566,148,169,0.0,0.0,567
567,169,247,0.0,0.0,568
568,247,169,0.0,0.0,569
569,15,169,0.0,0.0,570
570,169,15,0.0,0.0,571
571,169,88,0.0,0.0,572
572,88,169,0.0,0.0,573
573,169,195,0.0,0.0,574
574,195,169,0.0,0.0,575
575,155,169,0.0,0.0,576
576,9,169,0.0,0.0,577
577,133,169,0.0,0.0,578
578,169,133,0.0,0.0,579
579,169,38,0.0,0.0,580
580,40,169,0.0,0.0,581
581,241,169,0.0,0.0,582
582,169,241,0.0,0.0,583
583,196,169,0.0,0.0,584
584,169,196,0.0,0.0,585
585,169,81,0.0,0.0,586
586,81,169,0.0,0.0,587
587,152,169,0.0,0.0,588
588,197,169,0.0,0.0,589
589,230,169,0.0,0.0,590
590,169,230,0.0,0.0,591
591,142,169,0.0,0.0,592
592,235,169,0.0,0.0,593
593,26,169,0.0,0.0,594
594,169,26,0.0,0.0,595
595,121,169,0.0,0.0,596
596,169,121,0.0,0.0,597
597,90,169,0.0,0.0,598
598,169,188,0.0,0.0,599
599,6,169,0.0,0.0,600
600,169,6,0.0,0.0,601
601,169,108,0.0,0.0,602
602,172,169,0.0,0.0,603
603,169,172,0.0,0.0,604
604,156,169,0.0,0.0,605
605,79,169,0.0,0.0,606
606,169,147,0.0,0.0,607
607,147,169,0.0,0.0,608
608,120,169,0.0,0.0,609
609,100,169,0.0,0.0,610
610,57,169,0.0,0.0,611
611,169,57,0.0,0.0,612
612,178,169,0.0,0.0,613
613,169,178,0.0,0.0,614
614,169,227,0.0,0.0,615
615,227,169,0.0,0.0,616
616,113,169,0.0,0.0,617
617,169,113,0.0,0.0,618
618,183,169,0.0,0.0,619
619,169,183,0.0,0.0,620
620,150,169,0.0,0.0,621
621,169,150,0.0,0.0,622
622,169,244,0.0,0.0,623
623,244,169,0.0,0.0,624
624,105,169,0.0,0.0,625
625,169,105,0.0,0.0,626
626,169,189,0.0,0.0,627
627,189,169,0.0,0.0,628
628,63,169,0.0,0.0,629
629,169,63,0.0,0.0,630
630,30,169,0.0,0.0,631
631,169,112,0.0,0.0,632
632,112,169,0.0,0.0,633
633,80,169,0.0,0.0,634
634,169,80,0.0,0.0,635
635,143,169,0.0,0.0,636
636,169,143,0.0,0.0,637
637,169,124,0.0,0.0,638
638,124,169,0.0,0.0,639
639,173,169,0.0,0.0,640
640,169,24,0.0,0.0,641
641,24,169,0.0,0.0,642
642,169,101,0.0,0.0,643
643,101,169,0.0,0.0,644
644,169,92,0.0,0.0,645
645,36,169,0.0,0.0,646
646,33,169,0.0,0.0,647
647,169,33,0.0,0.0,648
648,169,249,0.0,0.0,649
649,249,169,0.0,0.0,650
650,169,238,0.0,0.0,651
651,238,169,0.0,0.0,652
652,169,44,0.0,0.0,653
653,44,169,0.0,0.0,654
654,169,62,0.0,0.0,655
655,62,169,0.0,0.0,656
656,169,245,0.0,0.0,657
657,171,169,0.0,0.0,658
658,130,169,0.0,0.0,659
659,224,169,0.0,0.0,660
660,169,224,0.0,0.0,661
661,252,169,0.0,0.0,662
662,169,252,0.0,0.0,663
663,176,169,0.0,0.0,664
664,53,169,0.0,0.0,665
665,169,54,0.0,0.0,666
666,54,169,0.0,0.0,667
667,169,20,0.0,0.0,668
668,20,169,0.0,0.0,669
669,107,169,0.0,0.0,670
670,169,107,0.0,0.0,671
671,78,169,0.0,0.0,672
672,169,78,0.0,0.0,673
673,18,169,0.0,0.0,674
674,169,160,0.0,0.0,675
675,160,169,0.0,0.0,676
676,96,169,0.0,0.0,677
677,169,96,0.0,0.0,678
678,169,52,0.0,0.0,679
679,180,169,0.0,0.0,680
680,169,180,0.0,0.0,681
681,140,169,0.0,0.0,682
682,169,140,0.0,0.0,683
683,141,169,0.0,0.0,684
684,169,95,0.0,0.0,685
685,95,169,0.0,0.0,686
686,64,169,0.0,0.0,687
687,169,234,0.0,0.0,688
688,234,169,0.0,0.0,689
689,186,169,0.0,0.0,690
690,169,186,0.0,0.0,691
691,163,169,0.0,0.0,692
692,169,163,0.0,0.0,693
693,169,16,0.0,0.0,694
694,169,243,0.0,0.0,695
695,243,169,0.0,0.0,696
696,250,169,0.0,0.0,697
697,169,250,0.0,0.0,698
698,87,169,0.0,0.0,699
699,169,87,0.0,0.0,700
700,201,169,0.0,0.0,701
701,169,201,0.0,0.0,702
702,253,169,0.0,0.0,703
703,169,115,0.0,0.0,704
704,115,169,0.0,0.0,705
705,13,169,0.0,0.0,706
706,169,13,0.0,0.0,707
707,85,169,0.0,0.0,708
708,169,200,0.0,0.0,709
709,200,169,0.0,0.0,710
710,169,25,0.0,0.0,711
711,169,254,0.0,0.0,712
712,254,169,0.0,0.0,713
713,73,169,0.0,0.0,714
714,169,73,0.0,0.0,715
715,72,169,0.0,0.0,716
716,169,72,0.0,0.0,717
717,169,4,0.0,0.0,718
718,4,169,0.0,0.0,719
719,104,169,0.0,0.0,720
720,169,192,0.0,0.0,721
721,192,169,0.0,0.0,722
722,255,169,0.0,0.0,723
723,169,255,0.0,0.0,724
724,169,86,0.0,0.0,725
725,86,169,0.0,0.0,726
726,41,169,0.0,0.0,727
727,169,41,0.0,0.0,728
728,49,169,0.0,0.0,729
729,144,169,0.0,0.0,730
730,169,144,0.0,0.0,731
731,206,169,0.0,0.0,732
732,169,206,0.0,0.0,733
733,126,169,0.0,0.0,734
734,169,126,0.0,0.0,735
735,22,169,0.0,0.0,736
736,145,169,0.0,0.0,737
737,169,145,0.0,0.0,738
738,169,226,0.0,0.0,739
739,226,169,0.0,0.0,740
740,216,169,0.0,0.0,741
741,169,216,0.0,0.0,742
742,251,169,0.0,0.0,743
743,169,251,0.0,0.0,744
744,19,169,0.0,0.0,745
745,97,169,0.0,0.0,746
746,221,169,0.0,0.0,747
747,169,221,0.0,0.0,748
748,212,169,0.0,0.0,749
749,174,169,0.0,0.0,750
750,169,174,0.0,0.0,751
751,187,169,0.0,0.0,752
752,169,187,0.0,0.0,753
753,75,169,0.0,0.0,754
754,169,75,0.0,0.0,755
755,220,169,0.0,0.0,756
756,98,169,0.0,0.0,757
757,5,215,0.0,0.0,758
758,215,5,0.0,0.0,759
759,5,136,0.0,0.0,760
760,5,157,0.0,0.0,761
761,157,5,0.0,0.0,762
762,169,5,0.0,0.0,763
763,46,5,0.0,0.0,764
764,5,46,0.0,0.0,765
765,99,5,0.0,0.0,766
766,5,177,0.0,0.0,767
767,5,110,0.0,0.0,768
768,110,5,0.0,0.0,769
769,137,5,0.0,0.0,770
770,214,5,0.0,0.0,771
771,5,214,0.0,0.0,772
772,5,231,0.0,0.0,773
773,93,5,0.0,0.0,774
774,5,170,0.0,0.0,775
775,170,5,0.0,0.0,776
776,34,5,0.0,0.0,777
777,5,148,0.0,0.0,778
778,15,5,0.0,0.0,779
779,133,5,0.0,0.0,780
780,40,5,0.0,0.0,781
781,5,40,0.0,0.0,782
782,5,241,0.0,0.0,783
783,230,5,0.0,0.0,784
784,26,5,0.0,0.0,785
785,121,5,0.0,0.0,786
786,5,121,0.0,0.0,787
787,172,5,0.0,0.0,788
788,5,120,0.0,0.0,789
789,100,5,0.0,0.0,790
790,5,100,0.0,0.0,791
791,57,5,0.0,0.0,792
792,5,113,0.0,0.0,793
793,244,5,0.0,0.0,794
794,105,5,0.0,0.0,795
795,63,5,0.0,0.0,796
796,5,63,0.0,0.0,797
797,30,5,0.0,0.0,798
798,5,30,0.0,0.0,799
799,249,5,0.0,0.0,800
800,5,58,0.0,0.0,801
801,130,5,0.0,0.0,802
802,20,5,0.0,0.0,803
803,5,20,0.0,0.0,804
804,5,107,0.0,0.0,805
805,107,5,0.0,0.0,806
806,78,5,0.0,0.0,807
807,5,140,0.0,0.0,808
808,140,5,0.0,0.0,809
809,5,95,0.0,0.0,810
810,5,163,0.0,0.0,811
811,5,243,0.0,0.0,812
812,243,5,0.0,0.0,813
813,211,5,0.0,0.0,814
814,115,5,0.0,0.0,815
815,73,5,0.0,0.0,816
816,5,73,0.0,0.0,817
817,72,5,0.0,0.0,818
818,192,5,0.0,0.0,819
819,255,5,0.0,0.0,820
820,5,255,0.0,0.0,821
821,144,5,0.0,0.0,822
822,5,144,0.0,0.0,823
823,117,5,0.0,0.0,824
824,5,117,0.0,0.0,825
825,226,5,0.0,0.0,826
826,5,226,0.0,0.0,827
827,216,5,0.0,0.0,828
828,251,5,0.0,0.0,829
829,5,251,0.0,0.0,830
830,221,5,0.0,0.0,831
831,199,131,0.0,0.0,832
832,199,134,0.0,0.0,833
833,99,199,0.0,0.0,834
834,199,99,0.0,0.0,835
835,137,199,0.0,0.0,836
836,125,199,0.0,0.0,837
837,199,125,0.0,0.0,838
838,199,214,0.0,0.0,839
839,214,199,0.0,0.0,840
840,199,170,0.0,0.0,841
841,170,199,0.0,0.0,842
842,94,199,0.0,0.0,843
843,199,94,0.0,0.0,844
844,154,199,0.0,0.0,845
845,34,199,0.0,0.0,846
846,199,34,0.0,0.0,847
847,195,199,0.0,0.0,848
848,199,195,0.0,0.0,849
849,133,199,0.0,0.0,850
850,196,199,0.0,0.0,851
851,199,196,0.0,0.0,852
852,121,199,0.0,0.0,853
853,199,121,0.0,0.0,854
854,108,199,0.0,0.0,855
855,172,199,0.0,0.0,856
856,79,199,0.0,0.0,857
857,113,199,0.0,0.0,858
858,199,113,0.0,0.0,859
859,183,199,0.0,0.0,860
860,150,199,0.0,0.0,861
861,199,150,0.0,0.0,862
862,244,199,0.0,0.0,863
863,199,244,0.0,0.0,864
864,105,199,0.0,0.0,865
865,199,63,0.0,0.0,866
866,63,199,0.0,0.0,867
867,199,112,0.0,0.0,868
868,112,199,0.0,0.0,869
869,80,199,0.0,0.0,870
870,143,199,0.0,0.0,871
871,199,143,0.0,0.0,872
